course_id,status,details
513,Success,[Eks] Dasar-dasar Pemrograman 1
514,Success,[Eks] Dasar-dasar Pemrograman 2 Gasal 2018/2019
515,Success,[Eks] Komputer & Masyarakat
516,Success,[Eks] Sistem Interaksi
517,Success,[Eks] Administrasi Bisnis
518,Success,[Eks] Prinsip-Prinsip Sistem Informasi 2018/2019
519,Success,[Eks] Manajemen Sumber Daya Manusia
520,Success,[Eks] Metodologi Penelitian & Penulisan Ilmiah
521,Success,[Eks] Manajemen Keamanan Informasi
522,Error,This course is currently unavailable to students
523,Success,[Eks] Dasar-Dasar Arsitektur Komputer
524,Success,[Eks] Prinsip-Prinsip Manajemen
525,Success,[Eks] Manajemen Proyek TI
526,Success,[Eks] Jaringan Komunikasi Data
527,Error,Can't find data record in database table course.
528,Success,[MIK] Metodologi Penelitian (A)
529,Success,[MIK] Pengolahan Citra Lanjut
530,Error,Can't find data record in database table course.
531,Success,[MIK] Komputasi Paralel Lanjut
532,Success,[MIK] Pemelajaran Mesin Lanjut
533,Success,[MIK] Jaringan Komputer Lanjut
534,Success,[MIK] Manajemen Pengetahuan Lanjut
535,Success,[MIK] Rekayasa Perangkat Lunak Lanjut
536,Success,[MIK] E-Business & E-Government Lanjut - Gasal 2018/2019
537,Success,[SI.Reg] Kesehatan Elektronik (A)
538,Success,"[SI.Reg] Penambangan Data & Inteligensia Bisnis (A,B)"
539,Success,[SI.Reg] Pengelolaan Data Besar - 2018
540,Success,[SI.Reg] Sistem Interaksi (A)
541,Success,"[SI.Reg] Administrasi Bisnis (A,B,C) 2018/2019"
542,Success,[SI.Reg] Arsitektur dan Pemrograman Aplikasi Perusahaan
543,Success,"[SI.Reg] Analisis dan Perancangan Sistem (A,B,C)"
544,Success,"[SI.Reg] Manajemen Proyek TI (A,B,C) 2018/2019"
545,Success,"[SI.Reg] Prinsip-Prinsip Sistem Informasi (A,B) 2018/2019"
546,Success,"[SI.Reg] Jaringan Komunikasi Data (A,B,C)"
547,Error,This course is currently unavailable to students
548,Success,"[SI.Reg] Manajemen Sumber Daya Manusia (A,B)"
549,Success,[SI.Reg] E-Commerce
550,Success,[SI.Reg] Manajemen Keamanan Informasi
551,Error,This course is currently unavailable to students
552,Success,"[SI.Reg] Manajemen Sistem Informasi (A,B)"
553,Success,[SI.Reg] Technopreneurship (A)
554,Success,[SI.Reg] Sistem Interaksi (B)
555,Success,[SI.Reg] Sistem Interaksi (C)
556,Success,[SI.Reg] Sistem Interaksi (D)
557,Error,This course is currently unavailable to students
558,Error,This course is currently unavailable to students
559,Success,[MIK] Logika Komputasional Lanjut
560,Success,[Reg] Aljabar Linier B Gasal 2018/2019
561,Error,This course is currently unavailable to students
562,Error,This course is currently unavailable to students
563,Success,[Reg] Aljabar Linier F Gasal 2018/2019
564,Success,Matematika Dasar 1 C Gasal 2018/2019
565,Success,Seleksi Tim Inti ACM ICPC Regional 2018
566,Success,[KI] Physics
567,Success,Persiapan Audit Internal Akademik Fasilkom
568,Success,Kerja Praktik Tahun Ajaran - Genap 2019/2020
569,Success,"[SI.Reg] Proyek Pengembangan Sistem Informasi (A,B,C) 2018/2019"
570,Success,"[Reg] Proyek Perangkat Lunak (A,B,C,D)"
571,Success,[Reg] Matematika Dasar 1 (A)
572,Success,"[Reg] Statistika & Probabilitas (A,B,C,D) - Genap 2018/2019"
573,Success,[Reg] Matematika Diskret 1 (J)
574,Success,[Reg] Aljabar Linier (J)
575,Success,[Reg] Dasar-dasar Pemrograman 1 (J)
576,Error,This course is currently unavailable to students
577,Success,[Reg] Struktur Data & Algoritma (J)
578,Success,"[Reg] Matematika Diskret 2 (A,B,C,D) Genap 2018/2019"
579,Success,[Reg] Perancangan & Pemrograman Web (J)
580,Success,"[Reg] Basis Data (A,B,C,D,E) Genap 2018/2019"
581,Success,[Reg] Kerja Praktik (J) Genap 2018/2019
582,Success,"[Reg] Komputer & Masyarakat (A,B) Genap 2018/2019"
583,Success,"[Reg] Metodologi Penelitian & Penulisan Ilmiah (A,B,C,D,E) Genap 2018/2019"
584,Success,[KI] Aljabar Linier
585,Error,This course is currently unavailable to students
586,Success,[KI] Matematika Diskrit 2
587,Success,[KI] Computer Networks
588,Success,[KI] Basis Data
589,Success,[KI] Software Engineering
590,Success,[KI] Advanced Programming
591,Success,[KI] Intelligent Systems
592,Success,[KI] Matematika Dasar 2
593,Success,[KI] 2018 Genap Pengantar Organisasi Komputer
594,Success,[Eks] Arsitektur & Pemrograman Aplikasi Perusahaan
595,Error,This course is currently unavailable to students
596,Success,[Eks] Sistem-Sistem Perusahaan
597,Error,This course is currently unavailable to students
598,Success,[Eks] Dasar-dasar Pemrograman 2
599,Success,[Eks] Basis Data
600,Success,[Eks] Customer Relationship Management
601,Success,[Eks] E-Commerce
602,Success,[Eks] Komunikasi Bisnis dan Teknis
603,Success,[Eks] Sistem Informasi Akuntansi dan Keuangan
604,Success,[Eks] Manajemen Layanan TI
605,Error,This course is currently unavailable to students
606,Success,[Eks] Manajemen Sistem Informasi
607,Success,[Eks] Sistem Operasi
608,Success,[MIK] Metodologi Penelitian
609,Error,This course is currently unavailable to students
610,Success,[MIK] Sistem Informasi Lanjut
611,Success,[MIK] Perolehan Informasi Lanjut
612,Success,[MIK] Biomedical Informatics Lanjut
613,Success,[MIK] Analisis Data Spasial Lanjut
614,Success,[MIK] Keamanan Informasi Lanjut
615,Success,[MIK] Teknologi Basis Data Lanjut
616,Success,[Reg] Pemrograman Kompetitif - Genap 2018/2019
617,Success,"[Reg] Data Science & Analytics (A,B,C)"
618,Success,"[Reg] Advanced Programming (A,B,C)"
619,Success,"[Reg] 2018 Genap Pengantar Sistem Dijital (A,B,C)"
620,Success,[Reg] Pengantar Organisasi Komputer (J)
621,Error,This course is currently unavailable to students
622,Success,[Reg] Pemrograman Parallel
623,Success,[Reg] Sistem Cerdas (J)
624,Success,[Reg] Jaringan Komputer (J)
625,Success,"[Reg] Analisis Numerik (A,B,C)"
626,Success,[Reg] Persamaan Diferensial Genap 2018/2019
627,Success,[Reg] Pemelajaran Mesin (A & B) - Genap 2018/2019
628,Success,[Reg] Pengolahan Bahasa Manusia
629,Success,[Reg] Desain & Analisis Algoritma
630,Success,[Reg] Grafika Komputer
631,Success,[Reg] Kriptografi & Keamanan Informasi
632,Success,[Reg] Layanan & Aplikasi Web
633,Success,[Reg] Pemrograman Logika
634,Error,This course is currently unavailable to students
635,Success,[Reg] Pengajaran Berbantuan Komputer
636,Success,[Reg] Robotika
637,Success,[SI.Reg] Penambangan Data & Inteligensia Bisnis (A)
638,Success,[SI.Reg] Manajemen Infrastruktur TI (B)
639,Success,[SI.Reg] Analitika Media Sosial (A)
640,Success,"[SI.Reg] Sistem-Sistem Perusahaan (A,B, C)"
641,Success,"[SI.Reg] Statistika Terapan (A,B,C)"
642,Success,[SI.Reg] Dasar-Dasar Arsitektur Komputer (A)
643,Success,"[SI.Reg] Prinsip-Prinsip Manajemen (A,B,C)"
644,Success,[SI.Reg] Supply Chain Management 2018
645,Success,[SI.Reg] E-Commerce (A)
646,Success,"[SI.Reg] Komunikasi Bisnis dan Teknis (A,B,C)"
647,Error,Can't find data record in database table course.
648,Success,[SI.Reg] Sistem Informasi Akuntansi 2018/2019
649,Success,[SI.Reg] Konfigurasi ERP
650,Error,This course is currently unavailable to students
651,Success,[SI.Reg] Manajemen Layanan TI (A & B)
652,Success,[SI.Reg] Knowledge Management (A)
653,Success,[SI.Reg] Enterprise Application Integration
654,Success,[SI.Reg] Technopreneurship (A)
655,Success,[Reg] ALJABAR LINEAR Genap 2018-2019
656,Error,This course is currently unavailable to students
657,Success,[SI.Reg] Prinsip-Prinsip Sistem Informasi Genap 2018/2019
658,Success,[Reg] Sistem Operasi
659,Success,[Reg] Parameterized Algorithm
660,Success,[SP 2018/2019] Matematika Dasar 1
661,Success,[SP 2018/2019] Matematika Diskrit 1
662,Success,[SP 2018/2019] Aljabar Linier
663,Error,This course is currently unavailable to students
664,Success,[SP 2018/2019] (KI) - Pengantar Organisasi Komputer (ICO)
665,Success,[SP 2018/2019] Matematika Dasar 2
666,Error,Can't find data record in database table course.
667,Error,This course is currently unavailable to students
668,Success,Online Collaborative Learning UTM
669,Success,[Reg] Semester Antara - Matematika Dasar 2
670,Error,This course is currently unavailable to students
671,Success,Online Collaborative Learning Binadarma
672,Success,Online Collaborative Learning PNUP
673,Success,[SI.Reg] Pengelolaan Data Besar - 2019/2020 Gasal
674,Success,Akreditasi - SI (BANPT)
675,Error,This course is currently unavailable to students
676,Success,[Reg] Aljabar Linear (C) Gasal 2019/2020
677,Success,"[Reg] Aljabar Linear (B,D) Gasal 2019/2020"
678,Success,[Reg] Sistem Cerdas
679,Success,Seleksi Tim Inti ACM ICPC Regional 2019
680,Success,"Matematika Dasar 1 (A,B,C,D) Gasal 2019/2020"
681,Success,"Fisika Dasar (A,B,C,D,E,F,G)"
682,Error,This course is currently unavailable to students
683,Success,"[Reg] Matematika Diskret 1 (A,B,C,D,E,F,G,H)"
684,Success,"[Reg] Dasar-Dasar Pemrograman 1 (B,C,G) - 2019/2020"
685,Error,This course is currently unavailable to students
686,Success,"[Reg] Struktur Data & Algoritma (A,B,C,D,E) Gasal 2019-2020"
687,Success,[Reg] Matematika Diskret 2 (J)
688,Error,This course is currently unavailable to students
689,Success,"[Reg] Perancangan & Pemrograman Web (A,B,C,D,E)"
690,Success,[Reg] Basis Data (J)
691,Success,"[Reg] Kerja Praktik (A,B,C,E,F,G)"
692,Success,"[Reg] Komputer & Masyarakat (A,B) Gasal 2019/2020"
693,Success,[Reg] Metodologi Penelitian & Penulisan Ilmiah
694,Error,This course is currently unavailable to students
695,Error,This course is currently unavailable to students
696,Success,[KI] Matematika Diskrit 1
697,Error,This course is currently unavailable to students
698,Success,[KI] Struktur Data & Algoritma 2019-2020 Gasal
699,Success,[KI] Matematika Dasar 1
700,Success,[KI] Proyek Perangkat Lunak
701,Success,[KI] Analisis Numerik
702,Error,This course is currently unavailable to students
703,Success,[KI] Teori Bahasa & Automata 2019-2020 Gasal
704,Success,[KI] 2019 Gasal Pengantar Sistem Dijital
705,Error,This course is currently unavailable to students
706,Success,[KI] Desain & Analisis Algoritma
707,Success,"[Reg] 2019 Gasal Pengantar Organisasi Komputer (A,B,C)"
708,Success,"[Reg] Matematika Dasar 2 (A,B,C)"
709,Error,Can't find data record in database table course.
710,Success,[Reg] Pengantar Sistem Dijital (J)
711,Success,"[Reg] Rekayasa Perangkat Lunak (A,B,C)"
712,Success,"[Reg] Pemrograman Fungsional (A,B)"
713,Success,"[Reg] Penjaminan Mutu Perangkat Lunak (A,B)"
714,Error,Can't find data record in database table course.
715,Success,[Reg] Game Development (Gasal 2019/2020)
716,Error,This course is currently unavailable to students
717,Success,[Reg] Simulasi & Pemodelan Gasal 2019/2020
718,Success,[Reg] Teknik Kompilator
719,Error,Can't find data record in database table course.
720,Error,This course is currently unavailable to students
721,Success,[Reg] Embedded Systems
722,Error,This course is currently unavailable to students
723,Success,[Reg] Bioinformatika Gasal 2019/2020
724,Success,"[Reg] Sistem Cerdas (A,B)"
725,Error,This course is currently unavailable to students
726,Success,[Reg] Data Mining - Gasal 2019/2020
727,Success,[Reg] Topik Khusus Arsitektur & Infrastruktur
728,Success,[Reg] Topik Khusus Teknologi Perangkat Lunak- Gasal 2019/2020
729,Error,Can't find data record in database table course.
730,Success,[Reg] Pengajaran Berbantuan Komputer (A)
731,Success,[Reg] Semantic Web - Gasal 2019/2020
732,Success,[Reg] Perolehan Informasi
733,Success,[SI.Reg] Analisis dan Perancangan Sistem Informasi - Gasal 2019/2020
734,Success,[SI.Reg] Manajemen Proyek TI - Gasal 2019/2020
735,Success,[Eks] Dasar-Dasar Audit SI
736,Success,[Eks] Manajemen Keamanan Informasi
737,Success,[Eks] Metodologi Penelitian & Penulisan Ilmiah
738,Success,[Eks] Manajemen Sumber Daya Manusia
739,Success,[Eks] Jaringan Komunikasi Data
740,Success,[Eks] Manajemen Proyek TI
741,Success,[Eks] Sistem Interaksi
742,Success,[Eks] Komputer & Masyarakat
743,Error,This course is currently unavailable to students
744,Success,[Eks] Penambangan Data & Inteligensia Bisnis
745,Success,[Eks] Analisis dan Perancangan Sistem
746,Success,[MIK] E-Commerce Lanjut - Gasal 2019/2020
747,Success,[MIK] Rekayasa Perangkat Lunak Lanjut
748,Success,[MIK] Manajemen Pengetahuan Lanjut
749,Success,[MIK] Jaringan Komputer Lanjut
750,Error,This course is currently unavailable to students
751,Success,[MIK] Pemelajaran Mesin Lanjut
752,Success,[MIK] Komputasi Paralel Lanjut
753,Success,[MIK] Pengolahan Citra Lanjut
754,Success,[MIK] Metodologi Penelitian (A)
755,Success,Gemastik
756,Success,[SI.Reg] Administrasi Bisnis 2019/2020
757,Success,"[SI.Reg] Pemrograman Skala Enterprise (A,B,C) - Gasal 2019/2020"
758,Success,"[SI.Reg] Sistem Interaksi (A,B,C,D)"
759,Error,Can't find data record in database table course.
760,Success,[SI.Reg] Penambangan Data & Inteligensia Bisnis (A)
761,Success,[SI.Reg] Kesehatan Elektronik (A)
762,Success,[Reg] Aljabar Linear (A) Gasal 2019/2020
763,Success,"[SI.Reg] Prinsip-Prinsip Sistem Informasi (A,B) 2019/2020"
764,Success,[SI.Reg] Dasar-Dasar Arsitektur Komputer
765,Success,"[SI.Reg] Manajemen Sistem Informasi (A,B,C)"
766,Success,[SI.Reg] Dasar-Dasar Audit SI (A)
767,Success,[SI.Reg] Manajemen Keamanan Informasi
768,Success,[SI.Reg] E-Commerce
769,Success,[SI.Reg] E-Commerce (B)
770,Success,[SI.Reg] Manajemen Sumber Daya Manusia (A)
771,Success,[SI.Reg] Customer Relationship Management (A)
772,Success,"[SI.Reg] Jaringan Komunikasi Data (A,B,C)"
773,Error,This course is currently unavailable to students
774,Error,Can't find data record in database table course.
775,Success,"[SI.Reg] Prinsip-Prinsip Manajemen (A,B,C)"
776,Success,[SI.Reg] Technopreneurship (A)
777,Error,This course is currently unavailable to students
778,Success,"[Reg] Dasar-Dasar Pemrograman 1 (D,E,F,H) - 2019/2020"
779,Error,This course is currently unavailable to students
780,Success,"[SI.Reg] Arsitektur dan Pemrograman Aplikasi Perusahaan (A,B,C)"
781,Success,"[Reg] Desain & Analisis Algoritma (A,B,C)"
782,Success,"[Reg] Jaringan Komputer (A,B)"
783,Success,Evaluasi UPMAF 2019
784,Error,This course is currently unavailable to students
785,Error,Can't find data record in database table course.
786,Success,Pelatihan NVIDIA DGX-1
787,Error,Can't find data record in database table course.
788,Success,"Matematika Dasar 1 (A,B,C,D) Genap 2019/2020"
789,Success,[Eks] Manajemen Sistem Informasi
790,Success,[Eks] E-Commerce
791,Success,[Eks] Manajemen Layanan TI
792,Success,[Eks] Customer Relationship Management
793,Success,[Eks] Manajemen Infrastruktur TI
794,Success,[Eks] Arsitektur & Pemrograman Aplikasi Perusahaan
795,Success,[KI] Perancangan & Pemrograman Web
796,Error,This course is currently unavailable to students
797,Success,[KI] Calculus 2 (A)
798,Success,[KI] Intelligent Systems
799,Success,[KI] 2019 Genap Pengantar Organisasi Komputer
800,Success,[KI] Advanced Programming
801,Success,[KI] Computer Networks
802,Success,[KI] Aljabar Linier
803,Error,This course is currently unavailable to students
804,Success,[KI] Software Engineering
805,Success,[MIK] Teknologi Basis Data Lanjut
806,Success,[MIK] Keamanan Informasi Lanjut
807,Success,[MIK] Analisis Data Spasial Lanjut
808,Success,[MIK] Biomedical Informatics Lanjut
809,Success,[MIK] Perolehan Informasi Lanjut
810,Success,[MIK] Sistem Informasi Lanjut
811,Error,This course is currently unavailable to students
812,Success,[MIK] Metodologi Penelitian
813,Error,This course is currently unavailable to students
814,Error,This course is currently unavailable to students
815,Success,[Reg] Aljabar Linier (J)
816,Success,[Reg] Aljabar Linier (I)
817,Success,[Reg] Matematika Diskret 1 (J)
818,Success,"[Reg] Statistika & Probabilitas (A,B,C,D,E) - Genap 2019/2020"
819,Error,This course is currently unavailable to students
820,Success,"[Reg] Komputer & Masyarakat (A,B,C) Genap 2019/2020"
821,Success,"[Reg] Basis Data (A,B,C,D,E,F) Genap 2019/2020"
822,Error,This course is currently unavailable to students
823,Success,[Reg] Perancangan & Pemrograman Web (J)
824,Success,"[Reg] Matematika Diskret 2 (A,B,C,D,E,F,G,H) Genap 2019/2020"
825,Success,[Reg] Struktur Data & Algoritma (J)
826,Success,"[Reg] Data Science & Analytics (A,B,C) 2020"
827,Success,[Reg] Pemrograman Kompetitif - Genap 2019/2020
828,Success,[Reg] Pengajaran Berbantuan Komputer (PBK)
829,Error,This course is currently unavailable to students
830,Success,[Reg] Pemrograman Logika
831,Success,[Reg] Layanan & Aplikasi Web
832,Success,[Reg] Kriptografi & Keamanan Informasi
833,Success,[Reg] Grafika Komputer
834,Success,[Reg] Desain & Analisis Algoritma
835,Success,[Reg] Pengolahan Bahasa Manusia
836,Success,[Reg] Pemelajaran Mesin (A & B) - Genap 2019/2020
837,Success,[Reg] Persamaan Diferensial Genap 2019/2020
838,Success,"[Reg] Analisis Numerik (A,B,C)"
839,Success,[Reg] Jaringan Komputer (J)
840,Success,[Reg] Pemrograman Parallel
841,Success,[Reg] 2019 Genap Pengantar Organisasi Komputer (J)
842,Success,"[Reg] 2019 Genap Pengantar Sistem Dijital (A,B,C,D)"
843,Success,"[Reg] Advanced Programming (A,B,C)"
844,Success,[Reg] Robotika
845,Success,"[Reg] Proyek Perangkat Lunak (A,B,C,D)"
846,Success,[Reg] Sistem Cerdas (J)
847,Success,"[Reg] Teori Bahasa & Automata 2020 (A,B,C)"
848,Success,[SI.Reg] Topik Khusus Manajemen SI/TI 2020 - Keamanan Informasi
849,Success,[SI.Reg] Supply Chain Management (A)
850,Success,"[SI.Reg] Prinsip-Prinsip Sistem Informasi (A,B,C,D) 2019/2020"
851,Success,"[SI.Reg] Statistika Terapan (A,B,C)"
852,Success,"[SI.Reg] Sistem-Sistem Perusahaan (A,B, C) 2019/2020"
853,Success,[SI.Reg] Analitika Media Sosial (A)
854,Success,[SI.Reg] Manajemen Infrastruktur TI (B)
855,Success,[SI.Reg] Penambangan Data & Inteligensia Bisnis (A)
856,Success,[SI.Reg] Technopreneurship (A)
857,Success,[SI.Reg] Enterprise Application Integration
858,Success,"[SI.Reg] Knowledge Management (A,B)"
859,Success,[SI.Reg] Manajemen Layanan TI (A & B)
860,Success,[SI.Reg] Konfigurasi ERP
861,Success,"[SI.Reg] Sistem Informasi Akuntansi dan Keuangan (A,B,C)"
862,Success,"[SI.Reg] Proyek Pengembangan Sistem Informasi (A,B,C,D) 2019/2020"
863,Success,"[SI.Reg] Komunikasi Bisnis dan Teknis (A,B,C)"
864,Success,[SI.Reg] E-Commerce (A)
865,Success,[Reg] Aljabar Linear A Genap 2019/2020
866,Success,Kuliah Mandiri S3
867,Success,Softfile/Scan Jurnal/Publikasi Ilmiah Syarat Kelulusan MIK/DIK Gasal 2019/2020
